endpoint\thttp_code\ttotal_sec\tcurl_rc
generic-class?keyword=%E3%82%A2%E3%83%A0&page=1&size=20	000	5.002227	28
kensa-sort?keyword=%E8%A1%80%E6%B6%B2&page=1&size=20	000	5.005855	28
material?keyword=%E3%82%AC%E3%83%BC%E3%82%BC&page=1&size=20	000	5.006924	28
etensu?keyword=%E8%85%B9&page=1&size=20	000	5.003052	28
