generic_class	26086735-45da-4699-9bfb-0e91a2ca2754
material	b1bddc82-b5f7-4a83-9182-b37d5e5b2967
youhou	1a11625b-7da0-49b2-b9e4-8b2d6d56cbb3
kensa_sort	ba8ffe4c-06be-4b37-81e5-eca72e77fcaa
etensu_category1	6dedbad6-8398-4b7d-afbd-e070a16a65b6
